,pcd_adjusted,lat,long,ages_0_15,ages_16_29,ages_30_44,ages_45_65,ages_66_plus,pop_density,couple_children_dependent,couple_children_nondependent,lone_parent,single,other_multi,owned_outright,owned_mortgage,rented_social,rented_private,usual_residents,nonusual_residents,house_detached,house_semidetached,house_terraced,flat,economic_active,economic_inactive,employee,self-employed,unemployed,student,unqualified,level_1,level_2,apprenticeship,level_3,level_4,other,good_health,fair_health,bad_health,public_transport_accessibility,mean_income
20,CR9,51.374821588789786,-0.09504568936616029,0.2056344850674399,0.22052153693322477,0.28410162207633444,0.2044883381939256,0.08525401772908106,68.96176008381352,0.14900052383446852,0.21895966474594078,0.15148035620743872,0.3335254059717091,0.1471409114719717,0.1749324253535901,0.26879727606075454,0.17612676794133272,0.3494887375589348,0.9532362493452035,0.0467637506547929,0.04834939759036299,0.20234415924567573,0.23228653745416458,0.5149470927187042,1042.2147721320064,0.2398361893062351,0.5676836920961555,0.0999037998775351,0.05478241350675065,0.03779390521332011,0.16007019381875215,0.11858198009429091,0.12981980094290219,0.01397852278679929,0.09626820324777334,0.3867815610267091,0.09434677841801865,0.8453383970665381,0.11121843897328322,0.043438449449974374,6.133420639078067,38320.77422734416
21,CR90,51.37730198165137,-0.10630424311926598,0.24613119856756424,0.20683409313896267,0.24106137696248364,0.2198672992082377,0.08610603212275059,43.169724770642205,0.16938990825688066,0.18359174311926676,0.23133027522935692,0.2551513761467896,0.16121100917431136,0.182353211009174,0.27537614678899014,0.319495412844036,0.21312385321100916,0.9828577981651433,0.017142201834862314,0.0468165137614677,0.34860550458715706,0.3107798165137621,0.2830091743119248,825.3761467889908,0.26635060912583924,0.5372141047026378,0.08424679932707453,0.0622934977866173,0.04989498905783307,0.24342201834862423,0.14085321100917444,0.1580871559633023,0.01099999999999998,0.0910229357798165,0.2706605504587152,0.08427981651376193,0.8144036697247672,0.12055504587155948,0.06504128440366966,4.533027522935795,32470.75229357798
22,DA1,51.45371035843374,0.1826044337349398,0.20968834892803814,0.18895584903918639,0.22019824642351288,0.237797650842206,0.14335990476705543,34.147590361445786,0.20612951807228883,0.26796385542168666,0.12708132530120475,0.33853313253012096,0.059936746987951435,0.24518072289156603,0.4080210843373486,0.2139066265060246,0.11299698795180742,0.9790572289156602,0.020942771084337376,0.058978915662650774,0.3904518072289167,0.2940030120481936,0.2555602409638551,886.0813253012049,0.27305646402245487,0.5617059250566747,0.091450204563084,0.04554769820979936,0.02823970814798732,0.25135240963855393,0.18367469879518108,0.18202409638554293,0.03715060240963838,0.1098975903614461,0.18717771084337323,0.0491475903614457,0.8116656626506051,0.13303012048192775,0.05488855421686733,2.0960843373494047,36261.6656626506
23,DA14,51.42593092739733,0.11027211506849328,0.17827424506455947,0.19531950665919226,0.1890448083701715,0.23014912172581026,0.20721231818026412,38.515068493150686,0.16204383561643818,0.26914109589040797,0.11567808219178076,0.37544794520547703,0.07777534246575347,0.3159054794520555,0.3010219178082177,0.19590958904109607,0.16292876712328772,0.962269863013701,0.03773013698630097,0.0853945205479454,0.2773301369862993,0.17323698630137033,0.46331095890411045,817.5164383561644,0.3074042469158651,0.5121995162911747,0.10232528882029215,0.03937828373811096,0.03869266423455268,0.24154246575342325,0.14461780821917627,0.16346027397260177,0.03095753424657542,0.12671232876712363,0.24242328767123117,0.050189041095890445,0.7976931506849311,0.1391945205479454,0.06291917808219229,3.088082191780839,41101.16712328767
24,DA15,51.43984617887191,0.09893510564225724,0.17200944088914957,0.18812377092682114,0.18232522215292832,0.25502492196075177,0.2025166440703416,48.88235294117647,0.20469507803121528,0.3242785114045602,0.09529891956782661,0.30452460984393825,0.07136854741896721,0.3638415366146469,0.4116290516206435,0.0614201680672264,0.1498355342136858,0.9695942376950795,0.030405762304921546,0.08241896758703561,0.3691272509003562,0.27309123649460293,0.2753133253301307,819.8367346938776,0.2796877955310092,0.543817730933738,0.11127690456194154,0.02874932595140098,0.036468243021906564,0.22392076830731994,0.1575162064825925,0.17974429771908637,0.0360912364945983,0.13199879951980797,0.2220624249699876,0.048294117647058925,0.8168559423769538,0.12304201680672154,0.060062424969988475,3.058583433373382,45423.51860744298
25,DA16,51.46447677792735,0.1090106958277255,0.19412719420435787,0.1848956452181646,0.19656002299270267,0.25933308544362615,0.16508405214114835,63.03230148048452,0.23252759084791474,0.3271534320323004,0.1163512786002695,0.2441063257065954,0.08004441453566574,0.35894751009421055,0.4490471063257086,0.07227052489905765,0.1028546433378195,0.9748707940780583,0.025129205921938083,0.039009421265141106,0.6219125168236892,0.18962314939434813,0.14928398384926014,841.4387617765814,0.2673046484767849,0.5605575691845266,0.1006027509383951,0.04007217729452289,0.03146285410576855,0.2321641991924646,0.17552489905787264,0.18213728129205942,0.03857604306864076,0.11633916554508687,0.20233243606998438,0.05298115746971743,0.8304697173620426,0.12464602960969,0.0446998654104979,2.7901749663526303,42214.23822341857
26,DA17,51.48812700616016,0.1484583860369605,0.23089008987718665,0.19007098043711773,0.2227236938150263,0.23224359050924587,0.1240716453614231,63.3305954825462,0.20719301848049373,0.2485112936344954,0.1564928131416841,0.2948459958932247,0.09332032854209485,0.2537412731006158,0.4034065708418882,0.13340657084189006,0.1933470225872688,0.9724784394250562,0.02752156057494859,0.061404517453798886,0.2698685831622172,0.3557761806981529,0.31228131416837873,886.523613963039,0.2779154048274697,0.5388358455555341,0.0921858469589264,0.052560876872559524,0.038502025785511464,0.22687885010266848,0.16739630390143628,0.17306365503080057,0.03170841889117031,0.10802258726899383,0.2209240246406565,0.07183162217659123,0.8284004106776249,0.12032854209445552,0.05148254620123174,2.695482546201221,35306.77823408624
27,DA18,51.49146400990099,0.14595483168316833,0.25542543532435646,0.1918606015978865,0.22089540310379935,0.2320125875676248,0.09980597240633293,45.742574257425744,0.17903960396039617,0.1883861386138612,0.1860495049504949,0.3325841584158418,0.11358415841584173,0.10717821782178207,0.26720792079207895,0.4894356435643572,0.11718811881188135,0.9773564356435656,0.02264356435643568,0.02927722772277229,0.14183168316831682,0.39225742574257383,0.436386138613862,790.1287128712871,0.30717992625655827,0.48882816460725953,0.06905064184205333,0.08943768027482005,0.04550358701930882,0.2474752475247523,0.14988118811881165,0.14836633663366333,0.022514851485148497,0.09144554455445542,0.2552178217821785,0.08489108910891097,0.8262376237623758,0.11651485148514844,0.05732673267326745,2.340594059405941,30021.61386138614
28,DA5,51.44253773320923,0.14129535447761135,0.1816531138527707,0.1609972667224045,0.19284935634263223,0.2543255106856123,0.21017475239658098,29.546641791044777,0.22382276119402908,0.3525335820895511,0.0837817164179104,0.2854384328358216,0.05422014925373111,0.40694589552238547,0.4177910447761167,0.053828358208955,0.10992910447761146,0.9709701492537268,0.02902985074626854,0.1890111940298507,0.416598880597011,0.2251417910447742,0.16866417910447884,796.5839552238806,0.271495030982337,0.5547614223409186,0.12141134357966446,0.029063513604038888,0.02326868949304281,0.19391044776119576,0.14850373134328376,0.18377052238806024,0.039763059701492576,0.12692910447761296,0.26793097014925316,0.03896828358208951,0.8399776119402961,0.11929850746268611,0.04082276119402974,2.6955223880597066,52864.95335820896
29,DA6,51.45611732929782,0.13891775786924968,0.18568616848755518,0.1709102546222851,0.2014154317456282,0.26083373282654404,0.18115441231798618,43.29782082324455,0.20320581113801406,0.32473123486682737,0.11240677966101695,0.28750121065375245,0.07196852300242164,0.3778934624697328,0.4134213075060512,0.05154721549636794,0.14222518159806258,0.9748619854721529,0.025138014527845018,0.12712106537530254,0.4543099273607744,0.20187651331718945,0.21692251815980587,830.0169491525423,0.2610375444034761,0.559622186223684,0.11535026446979153,0.03556255258122066,0.028427452321824854,0.21048184019370564,0.15578208232445495,0.1815520581113813,0.03673607748183999,0.11658595641646555,0.2500581113801453,0.04905569007263907,0.8278353510895871,0.13013317191283252,0.04183050847457626,3.5941888619854847,46062.00484261501
30,DA7,51.46503022298605,0.14338581434184483,0.18150075692428003,0.16386477010803296,0.19737323388647054,0.26515069459502666,0.1921105444861923,57.18762278978389,0.22161198428290857,0.35171021611002007,0.10386542239685596,0.257465618860512,0.06537917485265224,0.4000461689587472,0.4349381139489188,0.05326129666011765,0.09640373280942968,0.9799361493123819,0.020063850687622863,0.06584479371316343,0.5870304518664041,0.19350098231826843,0.15363261296660108,828.0216110019646,0.2670122648334471,0.5744166192852852,0.09917171724710193,0.032084271785830044,0.027315126848337177,0.2139538310412577,0.16596070726915493,0.18210609037328368,0.04243320235756367,0.12330157170923256,0.22670825147347534,0.045646365422397174,0.8262907662082495,0.12926817288801618,0.04417485265225925,3.4632612966600913,46536.08939096267
31,DA8,51.476091884822395,0.17977080516684535,0.24853480123762503,0.1824014261556956,0.22125769745723617,0.2250979015224224,0.12270817362701734,46.38858988159311,0.2109881593110884,0.2529730893433795,0.17750376749192834,0.2813444564047331,0.07727771797631924,0.2048213132400444,0.3738837459634015,0.2601044133476868,0.13345317545747976,0.9776609257265919,0.02233907427341225,0.044110871905274275,0.34416254036598526,0.32801184068890915,0.28334553283100183,835.7868675995694,0.29087439911359103,0.5344202622824944,0.07820000806074409,0.06452072652956638,0.031984604013603354,0.25643272335845263,0.16605705059203507,0.16189773950484382,0.030053821313239935,0.10100645855758773,0.22067814854682544,0.0639537136706134,0.8193326157158296,0.12594510226049466,0.054429494079655166,2.3299246501614523,33891.61356297094
32,E1,51.5162563259252,-0.06041801649831706,0.16652892626203886,0.342219042270563,0.2828595046850972,0.14563146114782902,0.06276106563445956,147.74175084175084,0.13886734006733553,0.17002794612794458,0.07896666666666859,0.37813973063973816,0.23372323232322198,0.0862838383838384,0.14678619528619002,0.3801033670033709,0.35251851851851707,0.9540242424242282,0.045975757575757815,0.009973063973064317,0.019202693602693693,0.07132558922558702,0.8989471380471573,978.4441077441078,0.3268456675752696,0.4768891656794418,0.07759662144257844,0.06003769200915421,0.05863085329355814,0.1790114478114439,0.0824734006734006,0.0814808080808098,0.007063299663299751,0.11880370370370015,0.42213434343434053,0.1090872053872043,0.8373488215488167,0.10324040404040578,0.059664646464645005,6.368417508417549,50031.34545454545
33,E10,51.56870911267561,-0.012764736150234806,0.25151501348366195,0.2319188530603949,0.25449696578060854,0.18366703518364477,0.0784021324916843,129.42159624413145,0.1925089201877938,0.149819718309859,0.1768948356807516,0.29309953051643634,0.1876638497652595,0.13253427230046794,0.19944507042253262,0.35808450704225614,0.2861568075117348,0.9817539906103455,0.018246009389671494,0.05198497652582076,0.09728450704225229,0.2811615023474234,0.5690319248826221,1010.4018779342723,0.3382403382424149,0.4226578363608267,0.10736675088899257,0.07316592392603617,0.05856915058172568,0.22974835680751038,0.11920187793427064,0.13278028169014347,0.010297652582159885,0.09730422535211063,0.2718779342723035,0.1385511737089208,0.8160985915493046,0.12391549295774648,0.059968075117370546,4.11370892018782,31726.871361502348
34,E11,51.567376174930885,0.011668709366391234,0.1849112014024057,0.2263645007405776,0.2955018588678016,0.19671397834950513,0.09650846063971412,95.61776859504133,0.17265840220385947,0.2206811294765824,0.1040144628099159,0.30205853994490695,0.20075757575757355,0.1880406336088125,0.25611983471074223,0.19456060606060838,0.3311212121212137,0.9734924242424023,0.026507575757575366,0.045635674931128904,0.12939256198346716,0.30772107438016005,0.5165165289256068,1063.9242424242425,0.2585495627121957,0.5095182527443048,0.12729041307099673,0.06050347753757768,0.04413829393491507,0.16468319559228675,0.09992424242424243,0.11150068870523507,0.013502066115702774,0.10119214876033078,0.39155096418733076,0.11782988980716251,0.8427210743801582,0.11222796143250426,0.04504614325068749,4.589669421487491,44251.685261707986
35,E12,51.55103021408038,0.05082087931034471,0.24910924341983456,0.253757265462005,0.24070598895230638,0.182359272751462,0.07406822941438784,131.1867816091954,0.21521695402298888,0.14454597701149327,0.1547701149425291,0.2349856321839072,0.2502456896551692,0.15013362068965314,0.21138362068965602,0.27066522988505687,0.3476853448275894,0.9822571839080432,0.01774281609195403,0.05828879310344784,0.08645545977011562,0.34416810344827464,0.5109310344827578,893.5028735632184,0.36944480244520167,0.37948836075288966,0.08493814384535336,0.07256830233695756,0.09356039061959517,0.2081537356321839,0.1208002873563218,0.10847701149425255,0.007484195402298797,0.09355316091953976,0.30186781609195495,0.15916522988505788,0.8176149425287318,0.11993821839080485,0.062120689655172645,3.897557471264359,32431.830459770114
36,E13,51.52818695695379,0.02578974172185418,0.2271577260605814,0.2560982195741925,0.24650508832555762,0.18539965405798003,0.08483931198168834,159.93708609271522,0.17236644591611394,0.1309282560706398,0.15387306843267173,0.3075673289183222,0.23514238410596025,0.11959933774834512,0.18546026490066092,0.3909679911699743,0.27884547461368747,0.9802902869757194,0.019709713024282496,0.05920750551876334,0.0987693156732899,0.3538432671081674,0.487646799116997,896.9933774834437,0.33682088563786927,0.41657982776624475,0.09035159504225118,0.07364171879995002,0.08260597275368246,0.2411732891832208,0.11719426048565033,0.11480022075055306,0.014621412803532019,0.09490507726269244,0.25977373068432785,0.15717991169977935,0.8145264900662322,0.12278918322295707,0.0630916114790286,4.660044150110328,30916.985651214127
